cyan,orange,yellow,magenta,purple,green,red,blue
1.0,0.882585416778104,0.8250168727067015,0.8612359462173893,0.8196967739992842,0.7260885666445096,0.7650840276814318,0.7415080088095767
0.882585416778104,1.0,0.9390262600920636,0.8658045849345122,0.8391314408657631,0.753082332497235,0.8477883147797529,0.7938461790714295
0.8250168727067015,0.9390262600920636,1.0,0.9348867082723914,0.8583111576008423,0.8571722985548292,0.8992927686829784,0.9265821675504031
0.8612359462173893,0.8658045849345122,0.9348867082723914,1.0,0.8879231082225051,0.8601968183675481,0.8169488620368981,0.887797808389293
0.8196967739992842,0.8391314408657631,0.8583111576008423,0.8879231082225051,1.0,0.9295134582786777,0.8680890193803916,0.8378780992579282
0.7260885666445096,0.753082332497235,0.8571722985548292,0.8601968183675481,0.9295134582786777,1.0,0.9192409692698971,0.9345742824971102
0.7650840276814318,0.8477883147797529,0.8992927686829784,0.8169488620368981,0.8680890193803916,0.9192409692698971,1.0,0.9269679351137734
0.7415080088095767,0.7938461790714295,0.9265821675504031,0.887797808389293,0.8378780992579282,0.9345742824971102,0.9269679351137734,1.0
