cyan,orange,green,red,blue,purple,yellow
1.0,0.882585416778104,0.7260885666445096,0.7650840276814318,0.7415080088095767,0.8196967739992842,0.8520292186258248
0.882585416778104,1.0,0.753082332497235,0.8477883147797529,0.7938461790714295,0.8391314408657631,0.9254187977815944
0.7260885666445096,0.753082332497235,1.0,0.9192409692698971,0.9345742824971102,0.9295134582786777,0.8718260825683238
0.7650840276814318,0.8477883147797529,0.9192409692698971,1.0,0.9269679351137734,0.8680890193803916,0.8815251223340936
0.7415080088095767,0.7938461790714295,0.9345742824971102,0.9269679351137734,1.0,0.8378780992579282,0.9261249114488634
0.8196967739992842,0.8391314408657631,0.9295134582786777,0.8680890193803916,0.8378780992579282,1.0,0.8832866161882009
0.8520292186258248,0.9254187977815944,0.8718260825683238,0.8815251223340936,0.9261249114488634,0.8832866161882009,1.0
