Label,Area,Perimeter,equivalent_diameter_area,axis_major_length,axis_minor_length,eccentricity,solidity,intensity_mean,intensity_max,intensity_min,intensity_median,intensity_std,Cluster
152,2265.0,270.3086578651014,53.70183952924838,113.8649540688409,30.185961115192534,0.9642200502718338,0.8404452690166976,77.52935982339956,196.0,52.0,73.0,18.5062521214141,0
153,1164.0,138.61017305526642,38.497413290657974,51.780839897534065,29.472803664735157,0.8222104693166608,0.9716193656093489,117.91151202749141,174.0,92.0,117.0,9.445352215231924,1
154,1120.0,135.88225099390854,37.762789755305185,45.54524850691008,32.963348062425666,0.6900628589793147,0.9372384937238494,109.17232142857142,187.0,68.0,108.0,10.435676357550612,1
155,1297.0,147.53910524340094,40.63731892634535,55.67185610776911,30.185238540697533,0.8402499479291217,0.9635958395245171,77.70084811102544,156.0,57.0,75.0,12.456491096811046,0
156,1500.0,177.23759005323592,43.70193722368317,75.37284703093863,27.31435047747397,0.9320266291824739,0.9019843656043295,78.60466666666666,158.0,53.0,75.0,14.633444965405635,0
157,1188.0,158.95331880577402,38.89226888657144,66.33622575466205,23.057306173011888,0.9376494324915755,0.9557522123893806,75.57744107744108,178.0,42.0,72.0,16.4613585743051,0
158,490.0,83.59797974644665,24.977737626138797,28.22155248654935,22.840382745340474,0.5873623165626204,0.9645669291338582,78.34897959183674,146.0,59.0,75.0,13.995722705912975,0
159,1669.0,160.46803743153546,46.09812143854657,51.10792606730465,43.492049413790646,0.5251909150039744,0.9619596541786744,113.69622528460155,172.0,96.0,113.0,7.583013174671771,1
160,581.0,98.76955262170047,27.19838553096727,34.3385543326351,23.73169807244653,0.722750151506617,0.957166392092257,80.8709122203098,138.0,63.0,77.0,12.309499740015335,0
161,1593.0,157.78174593052023,45.03632528041241,59.2806186964208,34.59658120598048,0.8120362832191912,0.9737163814180929,116.29943502824858,176.0,93.0,114.0,9.497882589930576,1
162,1643.0,156.95331880577402,45.737649393031475,56.11339479477311,37.90559214498954,0.7373437589292813,0.96875,114.2318928788801,146.0,98.0,113.0,7.072128556583512,1
163,875.0,116.42640687119285,33.37790589062273,42.815729723489724,26.48031300912822,0.7858071493023664,0.9573304157549234,82.12685714285715,144.0,46.0,79.0,13.448522759328002,0
164,2360.0,199.19595949289334,54.816469473826785,78.0412094419663,39.1557560790363,0.8650232402200357,0.9719934102141681,114.6072033898305,184.0,94.0,112.0,10.460921580557077,1
165,1346.0,141.0538238691624,41.397831189731775,47.786334715613464,36.6078999624266,0.6427516008188457,0.9732465654374548,116.7518573551263,167.0,84.0,115.0,9.816561208732598,1
166,6673.0,374.8772003600252,92.17552539594088,113.8739167071253,87.2654898772972,0.6424419963813154,0.9144854049609429,103.83275887906488,211.0,71.0,100.0,19.8695330948721,1
167,436.0,77.25483399593904,23.56124872549269,27.637850825219036,20.592011696866468,0.6669912016432635,0.9732142857142857,83.76834862385321,137.0,63.0,80.0,13.220397363440659,0
168,116.0,39.21320343559643,12.153015559492998,14.72931617995373,10.46440844756725,0.7037500265120638,0.9586776859504132,85.85344827586206,174.0,63.0,77.5,18.669657436574695,0
169,1327.0,149.39696961967,41.104608936998304,54.28022186756354,32.28755729467298,0.8038508015950204,0.9539899352983465,108.35418236623964,150.0,81.0,107.0,8.074704624695999,1
170,265.0,70.76955262170047,18.36868202552426,30.261594143985498,11.503097217853975,0.9249363637339308,0.9464285714285714,86.10943396226415,164.0,64.0,77.0,21.39439411807685,0
171,1432.0,143.0538238691624,42.69987152276635,45.25726142990395,40.65231050443569,0.4394859645203954,0.9708474576271187,107.52304469273743,160.0,73.0,108.0,10.462797873092939,1
172,1950.0,167.09545442950497,49.827874851668795,52.23621706350971,47.9336973216698,0.39742791587269316,0.968222442899702,115.24205128205128,163.0,94.0,114.0,8.635696690522629,1
173,1163.0,151.29646455628165,38.48087304787918,64.1389392614974,24.08096406807197,0.9268426540862272,0.9057632398753894,111.28030954428203,150.0,78.0,111.0,6.709461184005519,1
174,816.0,117.39696961966999,32.23295624828558,45.26280553869557,23.29155993605597,0.8574393839503502,0.9477351916376306,80.44975490196079,137.0,62.0,78.0,11.096829830761042,0
175,745.0,110.5685424949238,30.798757455905527,41.15995236406214,23.322662688666767,0.8239690329629765,0.9539052496798975,68.26577181208053,219.0,43.0,58.0,28.37579498767972,0
176,6855.0,331.73506473629425,93.42407119773544,126.16432894691575,69.90433879109679,0.8324676061344144,0.9774704120918295,113.24493070751276,193.0,83.0,112.0,13.24154636586348,1
177,2908.0,252.24978336205572,60.84883397477599,100.24424256581055,40.3102463322992,0.9155868351977303,0.9179292929292929,99.58012379642366,169.0,67.0,98.0,15.711510371985042,1
178,442.0,91.59797974644667,23.722813466638858,38.63271042985499,14.937009952518915,0.9222300871295342,0.9484978540772532,108.58597285067873,154.0,92.0,106.0,9.091196207757848,1
179,1267.0,168.12489168102783,40.16459265546523,70.26417265129375,23.788901620522857,0.9409434567264042,0.9214545454545454,83.85003946329913,182.0,61.0,79.0,16.629665761672133,0
180,535.0,85.74011537017762,26.099485750361293,30.026715118113625,23.083940492077986,0.6395132418279813,0.9744990892531876,82.79813084112149,157.0,70.0,80.0,10.129276356033499,0
181,391.0,80.91168824543142,22.312253628700276,31.652103067389397,16.367681743493616,0.8559177520874357,0.9583333333333334,82.38363171355499,142.0,64.0,78.0,13.702395411298989,0
182,1795.0,163.78174593052023,47.806537029988036,50.81694798309771,46.061170647651,0.42239136020391865,0.9640171858216972,110.00445682451253,174.0,79.0,110.0,10.870828418240821,1
183,856.0,110.5685424949238,33.01352829210018,38.10326029389612,29.410112655881175,0.6358011265005683,0.9727272727272728,116.7266355140187,169.0,98.0,115.0,10.487199179197432,1
184,1291.0,149.53910524340094,40.5432146265327,58.460495013151025,28.653006603996513,0.8716516146014459,0.9612807148175726,109.17660728117738,160.0,79.0,108.0,10.976128366214217,1
185,1280.0,136.71067811865476,40.370120352322566,49.51273652355596,33.33489933606824,0.7394066634995924,0.974124809741248,114.090625,153.0,91.0,113.0,7.190569317472366,1
186,1060.0,142.95331880577402,36.73736405104852,57.142148145453156,24.29344390030034,0.9051273493577972,0.954954954954955,79.23396226415095,191.0,52.0,72.0,22.4717427878459,0
187,504.0,88.8111831820431,25.332049473868512,34.65447337789927,18.886533185638577,0.8384389477648703,0.9636711281070746,75.40873015873017,135.0,58.0,73.0,11.186177126479066,0
188,758.0,114.66904755831214,31.066309322306914,41.79653028246321,23.898595296567855,0.820404069810922,0.9416149068322981,79.96701846965699,177.0,62.0,73.0,19.462574038602963,0
189,2201.0,190.50966799187808,52.937701479778035,68.39440001446364,42.79948949050127,0.7800038111614789,0.954880694143167,114.29304861426624,200.0,96.0,113.0,9.473221630079793,1
190,1522.0,163.09545442950497,44.02125153930676,61.78755549026878,33.057680218952164,0.8448383444763649,0.9602523659305994,108.15111695137976,156.0,68.0,108.0,8.481611984381406,1
191,1488.0,146.78174593052023,43.52677845379694,50.80730877542713,37.52028557021623,0.6742731352602807,0.9706457925636007,114.74462365591398,185.0,84.0,113.0,11.16364578549304,1
192,482.0,92.08326112068522,24.77299861870477,34.48692979047927,18.922863292458313,0.8360215140980014,0.9305019305019305,83.13278008298755,168.0,59.0,79.0,15.492301800982169,0
193,264.0,60.2842712474619,18.333991376950163,21.09581072627875,16.119213031478626,0.645103201267322,0.9530685920577617,91.01893939393939,171.0,68.0,82.0,21.57552847969535,0
194,766.0,105.84062043356595,31.229817342839755,34.72523452031772,28.472187246778496,0.5724668580105479,0.9598997493734336,80.6710182767624,125.0,67.0,79.0,8.527416742479932,0
195,512.0,86.66904755831214,25.532305945691693,27.99189331099564,24.13549177176749,0.5065144264122207,0.9606003752345216,83.603515625,142.0,70.0,80.0,11.825101881818222,0
196,2586.0,248.93607486307093,57.381159474910675,97.4790277845641,36.77391420308206,0.9261116655067338,0.9124911785462244,102.24361948955917,179.0,86.0,100.0,9.8875447934446,1
197,802.0,115.49747468305833,31.955251757380985,42.539381049473214,24.679634350984472,0.8145027488385977,0.9457547169811321,80.44139650872818,132.0,62.0,77.0,11.834253594946917,0
198,2290.0,193.6812408671319,53.99739398752057,72.97563621411071,40.726276803215434,0.8297868385757142,0.9744680851063829,119.19868995633188,221.0,61.0,116.0,21.55258215180778,1
199,993.0,123.1543289325507,35.55737431141417,40.21222294878675,32.477261194760814,0.5896669637238172,0.9612778315585673,115.90735146022155,170.0,98.0,114.0,8.473967976527339,1
200,471.0,82.66904755831214,24.488687706168772,29.128259229337704,20.761424884183203,0.7014091569343466,0.9612244897959183,116.5307855626327,191.0,91.0,114.0,12.035801477977536,1
201,359.0,76.76955262170047,21.37973331358283,29.705521467073837,16.27068236438431,0.8366534552463069,0.922879177377892,79.74651810584959,143.0,65.0,75.0,12.69745803390004,0
202,470.0,79.35533905932738,24.462677409178383,27.127424503925837,22.123136741971038,0.5787195663374404,0.9650924024640657,81.87659574468086,136.0,67.0,79.0,11.084284692051623,0
203,250.0,65.45584412271572,17.841241161527712,28.574947803001635,11.176797665509202,0.9203313009360105,0.9578544061302682,80.124,144.0,60.0,76.0,13.186228573781058,0
204,963.0,117.84062043356595,35.01613458935697,40.98659805042634,30.321507375520913,0.6728369792086435,0.9707661290322581,76.13395638629284,183.0,50.0,76.0,17.700687856642904,0
205,2414.0,211.6812408671319,55.440060073837245,70.28088181475324,48.273605711691864,0.7267833055922495,0.9518927444794952,104.8069594034797,174.0,72.0,103.0,12.515475806588208,1
206,637.0,107.39696961966999,28.479002615897535,42.51578608448322,20.18708944638779,0.8800861820913229,0.9550224887556222,80.54788069073783,147.0,65.0,77.0,11.676687830015961,0
207,2120.0,188.40916292848976,51.95447848683061,69.52159281351082,40.362815423077905,0.8142035250725287,0.9553853086976115,113.7877358490566,233.0,88.0,112.0,12.068055468804774,1
208,1118.0,127.74011537017759,37.72905791315113,45.14901648155034,31.725186239854825,0.7115087476243198,0.9646246764452114,108.2468694096601,164.0,89.0,107.0,9.881854136917017,1
209,368.0,95.87615433949868,21.646065519224038,34.80331551019769,16.50436442846601,0.8804073668910224,0.7525562372188139,83.3288043478261,156.0,58.0,81.0,10.983586404701622,0
210,175.0,50.17766952966369,14.927053303604616,17.91328366481143,12.781101441514561,0.7006567328664208,0.9459459459459459,86.86285714285714,160.0,69.0,77.0,18.4329996894434,0
211,479.0,90.42640687119285,24.695783889727878,36.014874226516824,17.428213862373866,0.8751138385316141,0.9466403162055336,83.58455114822547,177.0,58.0,75.0,23.10303352360219,0
212,1074.0,144.46803743153546,36.97917347704738,59.66020944136785,23.09043108671808,0.9220661363087704,0.956366874443455,107.58566108007449,160.0,77.0,107.0,13.227581757925396,1
213,309.0,70.18376618407356,19.83509564693766,24.752331935298535,16.841121082354068,0.7328546495689948,0.9335347432024169,85.80582524271844,133.0,69.0,80.0,13.007385195588613,0
214,1349.0,140.08326112068522,41.44393979640129,44.625163475323504,39.01705762362325,0.48533438294691666,0.9594594594594594,79.37286879169756,169.0,56.0,77.0,17.2832643998645,0
215,1914.0,172.50966799187808,49.36578256872974,54.64286417937491,46.76943672499029,0.5171229091038007,0.9627766599597586,110.89759665621735,186.0,84.0,109.0,11.175523919342508,1
216,259.0,63.698484809834994,18.159544104586082,24.97827720769178,13.60571451743656,0.8386297535429265,0.9283154121863799,84.22007722007721,155.0,65.0,77.0,17.67515277095682,0
217,487.0,82.91168824543142,24.901157769991823,28.291190744034136,22.346202346259044,0.6132816191762694,0.9624505928853755,77.217659137577,186.0,56.0,66.0,23.658458213368643,0
218,1204.0,149.53910524340094,39.153293754946546,51.64350944994325,31.749847735037132,0.7886918371275662,0.8978374347501864,105.92441860465117,165.0,77.0,105.0,13.263059197633087,1
219,1253.0,157.09545442950497,39.94207242436425,66.17194418603673,25.063240574566986,0.9254952066917805,0.9550304878048781,103.72785315243416,171.0,78.0,101.0,11.972374357051951,1
220,156.0,47.45584412271571,14.093451279891855,18.956494084628353,10.638914711892946,0.8276612619886372,0.9454545454545454,85.48717948717949,161.0,62.0,77.5,19.024103193084233,0
221,705.0,101.25483399593904,29.96053869739811,32.96136783344943,27.822751884649566,0.5361828517812384,0.9631147540983607,83.04113475177304,158.0,62.0,80.0,12.470436364037209,0
222,825.0,117.15432893255071,32.41022407214287,35.43888540682141,32.00739836740593,0.4292794904363078,0.9301014656144306,79.61333333333333,159.0,63.0,76.0,12.27590166204347,0
223,1751.0,170.16652224137044,47.21697197863571,62.2093908533277,37.19189252973339,0.8016078965031251,0.9542234332425068,111.42547115933752,182.0,90.0,109.0,10.872608055643106,1
224,377.0,79.5269119345812,21.909160375631842,26.69343406249621,20.112859820717077,0.6574755023149977,0.9285714285714286,79.54376657824933,138.0,60.0,76.0,12.269684866154675,0
225,1294.0,137.74011537017762,40.59029404780533,41.70450972542713,40.19967386598522,0.2662040071864151,0.964951528709918,110.71406491499228,159.0,89.0,110.0,8.382666115529199,1
226,1677.0,162.16652224137044,46.208470181568096,54.35405777679783,40.69399746251294,0.6629273768607942,0.9599313108185461,111.80143112701252,150.0,95.0,111.0,6.969602478989975,1
227,982.0,121.49747468305833,35.35988168715967,44.94785116580746,28.019516553408334,0.7819203625326905,0.9665354330708661,82.14969450101833,144.0,55.0,79.0,12.22385380064995,0
228,943.0,132.12489168102786,34.65061169280073,53.848758293773066,22.804820555379095,0.9058972196070949,0.9544534412955465,78.93213149522799,193.0,62.0,72.0,18.50504091179152,0
229,1581.0,162.5685424949238,44.866376276965944,60.5385265536243,34.61291861400407,0.820427714185155,0.9657910812461821,112.5932953826692,165.0,93.0,111.0,9.04054711010368,1
230,246.0,59.698484809834994,17.697935698969246,21.191111402660958,15.07783320790845,0.7026690166820229,0.9318181818181818,87.70325203252033,167.0,65.0,79.5,18.204499733925562,0
231,1225.0,143.4386001800126,39.493270848342945,54.05975258450835,30.025504152408207,0.8315744678141765,0.9577795152462861,71.9665306122449,205.0,43.0,67.0,18.217856854512604,0
232,828.0,115.74011537017762,32.46909827883606,43.18216751006804,24.916667213854687,0.8167350404586656,0.9517241379310345,84.60990338164251,176.0,65.0,81.0,14.032527722765481,0
233,400.0,73.84062043356595,22.56758334191025,22.970860253825414,22.397068540307313,0.2221131915800673,0.9592326139088729,62.55,149.0,24.0,55.0,22.2453927814278,0
234,2441.0,194.20815280171308,55.74923971408518,72.06833704650508,43.446862671508235,0.7978496641614035,0.9764,101.37034002458009,169.0,75.0,100.0,13.561536999610269,1
235,1674.0,156.8528137423857,46.167120311826494,47.075440321784875,45.85528322007245,0.22620028321677202,0.9598623853211009,114.95698924731182,163.0,88.0,114.0,8.889232852635095,1
236,418.0,77.59797974644667,23.06976657227589,27.922295455149662,19.48402916905442,0.7162978341511029,0.960919540229885,82.68899521531101,157.0,63.0,80.0,13.069886621963553,0
237,841.0,145.09545442950497,32.722995845769866,63.13088874731815,18.386091259924996,0.9566507383100574,0.8742203742203742,68.705112960761,205.0,40.0,57.0,31.4566093770596,0
238,1159.0,133.98275605729688,38.414640859287665,46.130298620148544,32.85318274765486,0.7019945539396002,0.9626245847176079,108.50819672131148,154.0,89.0,108.0,9.290428156612215,1
239,408.0,81.15432893255071,22.792141940852034,30.897477533731124,17.730853769666385,0.8189527983099583,0.9379310344827586,82.24509803921569,139.0,65.0,79.0,10.84736913482947,0
240,1135.0,144.99494936611666,38.014824519842385,60.69689434249012,24.333102632376352,0.9161238558510765,0.9537815126050421,101.37444933920705,209.0,79.0,98.0,14.136086823727496,1
241,305.0,91.9827560572969,19.706294962377495,42.209874343989796,9.50803357355998,0.9742995787549994,0.9131736526946108,90.20327868852459,207.0,59.0,80.0,26.72209110800702,0
242,985.0,146.50966799187808,35.413852537730705,61.737082432743726,21.54766476310629,0.937114139838415,0.87322695035461,109.55736040609138,193.0,89.0,107.0,11.215426700675694,1
243,1267.0,140.12489168102786,40.16459265546523,47.987822171411494,34.53447206075093,0.6943362317325198,0.9642313546423136,111.97395422257301,154.0,85.0,111.0,7.063034516548907,1
244,1951.0,201.26702730475878,49.84064959225855,79.63614427597334,32.920229439452896,0.910557237490738,0.9228949858088931,90.1009738595592,189.0,66.0,87.0,15.842722446294914,0
245,4136.0,264.5512985522207,72.5680284769032,98.50969088588576,56.1403717057452,0.8217161761808173,0.9620842056292161,103.84526112185686,195.0,71.0,104.0,14.054475452714852,1
246,1282.0,165.39696961966996,40.4016471984804,66.67834103755733,25.870037047959794,0.9216666920810501,0.9560029828486204,80.84165366614664,214.0,50.0,71.0,30.656504371697526,0
247,1068.0,128.5685424949238,36.875735026940866,46.80592264816306,29.19085082659208,0.7816979547795512,0.9552772808586762,108.58333333333333,145.0,90.0,108.0,6.401192489949296,1
248,593.0,96.32590180780451,27.47782833536798,35.07827569399399,22.183460241999633,0.7746429689737006,0.9533762057877814,83.3929173693086,132.0,66.0,81.0,10.714401448655588,0
249,2340.0,188.99494936611666,54.58370209760676,57.40494389972435,53.688895733487335,0.35394547052321507,0.9641532756489494,107.14572649572649,157.0,88.0,105.0,9.6966226225511,1
250,1306.0,145.29646455628165,40.77806819142028,54.513560696057155,30.9352982754508,0.8233879033691051,0.9595885378398237,110.57274119448698,177.0,89.0,109.0,7.5304176229612265,1
251,1610.0,156.61017305526642,45.27599437918081,56.87106306310437,36.43189741144725,0.767870436588835,0.9669669669669669,113.6472049689441,189.0,86.0,110.0,13.035584656741747,1
252,1693.0,158.71067811865476,46.42838085951986,51.61628472088246,42.43176049229481,0.5693987079526361,0.9729885057471265,111.32663910218547,187.0,77.0,109.0,12.005520697407668,1
253,1977.0,178.61017305526642,50.17165115821301,66.46853725882399,38.36521923898778,0.8166072877863657,0.9686428221460068,116.34951947395044,154.0,97.0,115.0,8.424303127161355,1
254,1946.0,171.09545442950497,49.77674310413073,55.577637438125784,45.80900387916349,0.566248671517581,0.9691235059760956,117.66803699897225,194.0,99.0,116.0,9.158520367637317,1
255,1379.0,141.6812408671319,41.90223540802793,48.79788936395531,36.76146436894662,0.657629772652829,0.978708303761533,109.61566352429297,164.0,89.0,108.0,10.161862673060064,1
256,881.0,113.29646455628165,33.49214891450948,40.50886749590627,28.075711065459615,0.7208648248065138,0.9660087719298246,101.22360953461975,169.0,80.0,95.0,16.042896134104673,1
257,1522.0,162.9116882454314,44.02125153930676,67.05331272568958,29.39491725966881,0.8987891024856202,0.9632911392405064,113.32194480946123,192.0,93.0,112.0,11.384922338975207,1
258,1041.0,145.84062043356596,36.40662530459675,60.98452189711653,23.518070698787916,0.9226493345351274,0.8799661876584953,90.388088376561,192.0,72.0,86.0,15.905617767223978,0
259,1198.0,133.88225099390857,39.05561386782603,46.88352343857937,33.28673503405663,0.7042138603849717,0.9716139497161395,78.41736227045075,197.0,56.0,73.0,20.533276848834845,0
260,1314.0,155.88225099390854,40.90277205498429,56.75367342384663,31.532009845001795,0.8314536203964598,0.9156794425087108,98.26103500761035,203.0,75.0,93.0,16.703144213902767,1
261,1018.0,139.78174593052023,36.00219238519226,56.00095305501307,24.354551335163247,0.9004810254346638,0.9348025711662076,111.0196463654224,186.0,83.0,111.0,11.203669369477192,1
262,2180.0,185.9827560572969,52.68455378498194,62.753874956008055,45.978548247031675,0.6805726291480478,0.9637488947833776,70.25596330275229,188.0,49.0,66.0,18.226570639674843,0
263,1334.0,139.53910524340094,41.21288090726863,45.93673130361284,37.52144560735645,0.5769109605649928,0.9638728323699421,107.90329835082458,162.0,92.0,106.0,8.745464684004657,1
264,596.0,112.5269119345812,27.547246117573295,49.41255030119977,15.536723692458509,0.9492810942793503,0.9475357710651828,76.16107382550335,183.0,39.0,66.0,26.816820103391024,0
265,1973.0,184.16652224137044,50.12087012176141,72.35433668020661,35.2281704849687,0.8734666271114284,0.970486965076242,115.46224024328434,155.0,96.0,114.0,9.26033995302975,1
266,1138.0,145.0538238691624,38.065031221695,52.075061715404146,30.89291665373,0.8050269687173812,0.9229521492295215,86.50175746924428,166.0,69.0,83.0,11.871918117707493,0
267,1012.0,122.46803743153546,35.89593875735784,43.40649990005396,29.88592567377579,0.7252243007269413,0.9647283126787417,90.53458498023716,204.0,57.0,85.0,19.807467288900952,0
268,1736.0,164.06601717798213,47.01429409935071,52.92991240023078,43.676422690171584,0.5648776624970383,0.954370533260033,112.71255760368663,183.0,93.0,111.0,11.093381549193671,1
269,460.0,85.84062043356595,24.201036973199617,30.562208138424175,19.859616405166282,0.7600970181234736,0.9426229508196722,81.87826086956522,152.0,61.0,78.0,14.293140845744677,0
270,751.0,108.22539674441617,30.922530590107066,40.383693465735284,24.11398971690399,0.8021504715472588,0.9530456852791879,71.76165113182424,187.0,51.0,62.0,26.260051922406884,0
271,2179.0,186.3086578651014,52.672468785675115,64.05425784710243,45.379481261329985,0.7057572089365318,0.969737427681353,106.52179899036256,146.0,84.0,106.0,9.06064708671992,1
272,380.0,79.94112549695427,21.996159369293583,31.53674358961211,15.827316331811106,0.8649436002554887,0.9359605911330049,88.65789473684211,153.0,65.0,84.0,16.794072130539448,0
273,2248.0,211.17871555019022,53.499929874389984,85.82406686878603,35.51283887055471,0.9103739592469325,0.9064516129032258,77.06983985765125,158.0,43.0,74.0,14.666336935999455,0
274,1487.0,149.53910524340094,43.51215006203655,49.83280574096397,39.3854017623155,0.6126544620800531,0.959974176888315,83.37390719569603,201.0,62.0,80.0,14.69419521325207,0
275,555.0,128.71067811865476,26.582850624566497,56.53208539600339,13.982993123434834,0.9689271834867105,0.8753943217665615,67.77657657657657,150.0,31.0,64.0,17.79656285751362,0
276,2063.0,181.99494936611666,51.251274918665594,64.44295678186668,42.12796011699368,0.7567323594807137,0.9599813866914844,103.1362094037809,181.0,75.0,100.0,16.204741967056254,1
277,891.0,125.98275605729688,33.681692866586,48.085074395359854,24.33349366038602,0.8625036338909492,0.9418604651162791,82.78338945005612,145.0,63.0,79.0,12.1833723308095,0
278,857.0,123.53910524340094,33.032806266468405,51.57019511319223,21.500933232726442,0.9089406279824719,0.9543429844097996,83.92648774795799,143.0,62.0,80.0,13.501042300751301,0
279,2871.0,235.09545442950497,60.460489023284055,91.34067727915848,43.55609804137688,0.8789829270645096,0.9330516737081573,89.99825844653431,177.0,68.0,86.0,14.314195764360509,0
280,1701.0,158.2670273047588,46.5379465124377,53.216874779546075,41.400825016953654,0.6283085680323094,0.9736691471093303,110.05820105820106,195.0,86.0,110.0,12.526121750146503,1
281,1716.0,168.12489168102786,46.74268989655537,60.99640679065995,36.986703860508825,0.7951787260885677,0.9459757442116868,91.85431235431236,218.0,59.0,87.0,20.12121742078519,0
282,322.0,71.35533905932738,20.248040236149336,27.62561299236647,15.299630687969616,0.8326360899463549,0.9279538904899135,82.19254658385093,142.0,66.0,78.0,12.829273362337942,0
283,1272.0,142.12489168102786,40.2437659880773,50.32483735374396,33.191536873538944,0.7516643476570829,0.9485458612975392,64.61713836477988,184.0,36.0,61.0,19.992816052218267,0
284,512.0,86.66904755831213,25.532305945691693,26.80796959396336,24.830994959580853,0.37689935046183703,0.9516728624535316,81.6640625,139.0,64.0,79.0,11.432052899461835,0
285,2166.0,190.40916292848976,52.51511071964299,64.90834063307285,45.38703674328617,0.7148790335178051,0.9592559787422498,110.4353647276085,171.0,75.0,108.0,11.395363846893051,1
286,1693.0,163.88225099390854,46.42838085951986,63.95785552342314,34.258780807639134,0.8444425219879376,0.9735480161012076,113.10395747194329,171.0,85.0,112.0,12.43201722429522,1
287,865.0,111.1543289325507,33.186626918021,35.27068029669795,31.621295955280942,0.44297883762572393,0.9600443951165372,84.81618497109827,186.0,65.0,76.0,20.922421344703945,0
288,1578.0,163.19595949289334,44.82378834494121,62.64197462610346,32.94391776101035,0.8505414387969025,0.9686924493554327,108.71356147021547,157.0,92.0,108.0,7.144645765051746,1
289,351.0,69.11269837220809,21.14017691983778,22.028605011122966,20.45611660256058,0.3710420399615883,0.9538043478260869,86.27920227920228,154.0,74.0,82.0,12.076045627444447,0
290,617.0,99.84062043356595,28.02835705319874,36.74081538581623,21.886807036157375,0.8032008929437338,0.9477726574500768,77.12803889789303,151.0,63.0,73.0,13.129629533266383,0
291,1930.0,198.3086578651014,49.57168870775802,80.47027037894576,32.71879378256246,0.9136085954407854,0.924772400574988,114.15233160621761,178.0,95.0,112.0,10.32169641306143,1
292,2157.0,193.92388155425118,52.405893733374555,76.54807586968577,36.67587827193913,0.8777482387341018,0.9394599303135889,113.92860454334725,189.0,82.0,112.0,11.127219923527768,1
293,893.0,144.22539674441617,33.71947380147709,51.52696661396636,28.42041078817735,0.8341326915569978,0.7771975630983464,78.61254199328107,214.0,49.0,66.0,33.896389451361664,0
294,381.0,86.91168824543142,22.025082668269306,35.260727253829266,14.570407265189308,0.910631618878078,0.9361179361179361,80.02887139107611,147.0,62.0,77.0,11.151625284920165,0
295,328.0,73.11269837220809,20.435815879801165,28.022543551219336,15.500086084436862,0.8330955095660368,0.9265536723163842,83.08231707317073,160.0,63.0,78.0,15.150744310685113,0
296,567.0,103.98275605729688,26.86869594648831,42.664752805507234,17.449086866968834,0.9125427556587539,0.9310344827586207,87.2557319223986,146.0,65.0,84.0,13.11419918376587,0
297,1273.0,148.8111831820431,40.25958197060499,48.431628620682375,37.0312769152214,0.6444939995781642,0.9585843373493976,100.28986645718774,238.0,70.0,94.0,21.16541739214184,1
298,1756.0,159.3380951166243,47.28433821631583,48.66328034035865,46.33235841002977,0.30578368968331043,0.9680264608599779,111.72779043280183,170.0,80.0,110.0,10.58203348620832,1
299,1586.0,154.12489168102786,44.937266471715525,55.18705542723246,36.97690360476518,0.7423353156512961,0.9712186160440907,116.7875157629256,173.0,87.0,115.0,9.48621462182175,1
300,1405.0,151.82337649086284,42.295408265589586,58.788955758016954,30.881253951366933,0.8509232371230917,0.9669649002064694,111.13879003558719,180.0,81.0,109.0,9.914292352055993,1
301,580.0,91.01219330881975,27.17496892263898,29.550103633811123,25.4804391312744,0.5064332292418795,0.9634551495016611,111.32586206896552,152.0,91.0,110.0,11.101678350045619,1
302,653.0,109.01219330881975,28.834448541840736,44.872091686987396,18.97536365426388,0.9061872137964663,0.9491279069767442,99.49770290964778,220.0,66.0,87.0,29.69733093833857,0
303,550.0,90.66904755831214,26.462837142006137,30.03341195337273,23.928065429518913,0.6043553928666691,0.9565217391304348,84.92,154.0,64.0,81.0,13.132366677238895,0
304,214.0,57.698484809834994,16.50676414605009,18.956178470665655,15.260769659771604,0.5931999309617974,0.9264069264069265,85.72897196261682,167.0,67.0,80.0,16.517094001979945,0
305,1342.0,165.53910524340094,41.3362730423848,68.23631303327248,27.656948463416068,0.9141787316550141,0.8811556139198949,74.47466467958272,161.0,49.0,70.0,16.70138893621538,0
306,1468.0,147.29646455628165,43.23327019404407,45.37596001250373,42.21688083027993,0.3665968553181924,0.9626229508196721,108.41689373297002,180.0,86.0,105.0,11.960221906899422,1
307,534.0,92.32590180780451,26.075082298788182,33.63534238900276,20.70549703888458,0.7880685274782943,0.9335664335664335,88.10861423220973,155.0,67.0,84.0,14.824295549168122,0
308,846.0,124.02438661763952,32.82012575914278,51.800871268567334,21.306963245914503,0.911489014112419,0.9613636363636363,82.14657210401892,153.0,59.0,77.0,16.355890671080196,0
309,2418.0,209.09545442950497,55.485973174935154,85.57386874609156,36.79130848560021,0.9028592461365703,0.9530942057548285,130.26592224979322,235.0,97.0,129.0,15.627672800258415,1
310,797.0,118.22539674441617,31.85548488335917,46.15218245541806,22.625770104568367,0.8715859706886814,0.9321637426900585,112.80175658720201,148.0,82.0,112.0,5.937850172282826,1
311,1524.0,158.8528137423857,44.05016533653861,59.56997687695527,34.05331914921322,0.8204959199743991,0.9682337992376112,109.50984251968504,172.0,89.0,108.0,8.551175740030125,1
312,1031.0,126.91168824543142,36.23133961947795,46.450036790964425,29.664201029508096,0.7695172751101245,0.9689849624060151,84.89912706110572,158.0,69.0,83.0,10.44376698701684,0
